zip_code
10001
90001
20001
94102
30301
75201
60601
77001
48201
98101
85001
37201
43201
48226
92101
33101
64108
46204
73102
95814
21201
48202
53202
48228
19103
85032
02139
55102
48207
48225
75219
73103
37209
02127
85033
75204
19104
20002
94110
92123
28205
85281
30303
97201
94112
78701
55401
30309
94103
97203
